T,S_ref,D,A,F,r_eff,q_eff,carry_eff,rmse_w,n,n_used
0.8493150684931506,3969.31,0.9586307186079994,3914.838165870329,4083.781262043172,0.04974519946090258,0.01626991552811733,0.033475283932785246,0.3690820280151876,25,15
0.852054794520548,3919.78,0.9578145894228017,3863.7277419461257,4033.8994463161034,0.05058484412530645,0.016903931721439197,0.03368091240386725,0.17773118920579245,25,15
0.8547945205479452,3892.52,0.9582394475545286,3839.7524279375184,4007.0907514157802,0.049903907853543795,0.015967428242482797,0.033936479611061,0.13942786610295746,25,15
0.863013698630137,3894.2,0.9597178594949177,3847.4624970500126,4008.951650722498,0.047642272817891435,0.013991003144654849,0.03365126967323659,0.6185344470400166,25,15
0.8657534246575342,3808.19,0.9581013711455347,3756.5705186673486,3920.8487032806142,0.049438662323816475,0.01576380198304756,0.033674860340768914,0.30751729464017946,25,15
0.8684931506849315,3853.39,0.9571233904639069,3794.3354459114785,3964.311690337446,0.05045861461538293,0.01778252124551408,0.03267609336986885,0.7645607195886178,24,15
0.8712328767123287,4077.16,0.9599037580822437,4028.956385255617,4197.2503507069505,0.04697050884708223,0.013651099470969827,0.033319409376112406,0.20655931463508667,26,15
0.873972602739726,4018.18,0.9558716992859561,3956.6467563210326,4139.307356077892,0.05163958293828173,0.017657505404795593,0.033982077533486144,0.29344576374949255,26,15
0.8821917808219178,4070.02,0.9571460429672799,4012.334502262942,4191.977318136501,0.04964826825959315,0.01618091632011925,0.033467351939473894,0.427542182796338,26,15
0.8849315068493151,4060.18,0.9571160302151314,4001.288873120591,4180.56823499364,0.049529992824740354,0.016510633867458838,0.03301935895728152,0.39845261824005795,26,15
0.8876712328767123,4016.22,0.9574171580198789,3959.3716503584446,4135.471792198899,0.04902274524385631,0.016059800873459675,0.03296294437039664,0.3318183212166401,26,15
0.8904109589041096,4016.84,0.9575389702578933,3965.4039222578895,4141.245469299166,0.048729025977754054,0.014473993040360955,0.0342550329373931,0.29217487490668403,26,15
0.8931506849315068,4019.36,0.9569258626423313,3964.114398324373,4142.551218522175,0.04929667499130885,0.01549594132746548,0.033800733663843376,0.26764540684843974,26,15
0.9013698630136986,3971.98,0.9591169074664381,3923.415963687853,4090.654573123708,0.04630985308644504,0.013648134670562678,0.03266171841588236,0.535204476541256,26,15
0.9041095890410958,3899.16,0.9562224386728804,3843.0017730217437,4018.941218693173,0.04951248952807805,0.016046033081490694,0.033466456446587356,0.41854519684083114,25,15
0.9068493150684932,3928.85,0.9572826895443218,3874.030038249695,4046.9028433949643,0.04814089733524306,0.015494794116959176,0.03264610321828388,0.1650018911568957,25,15
0.9095890410958904,3990.4,0.833669858410169,3447.437941966273,4135.255589713451,0.19999999999999996,0.16079805302407782,0.039201946975922136,33.20832754628217,39,15
0.9123287671232877,4018.18,0.9538237354869497,3955.876448459661,4147.38730153333,0.05181946459316238,0.01712856430454898,0.03469090028861341,0.25677056384314456,26,15
0.9205479452054794,3998.71,0.8318446377751684,3445.932184054791,4142.518960356826,0.19999999999999998,0.1616182531078664,0.038381746892133584,27.931197493539287,52,15
0.9232876712328767,3982.87,0.8313889573495491,3433.8745127825523,4130.286410983463,0.20000000000000007,0.16063622459728302,0.039363775402717044,31.363422539751774,49,15
0.9260273972602739,3969.31,0.9102963227348967,3731.2809130582864,4098.97394932676,0.10149278884840357,0.06678063005352673,0.03471215879487684,14.887920200822363,39,15
0.9287671232876712,3919.78,0.8304783452200983,3386.030967902788,4077.2056097445884,0.19999999999999996,0.15760366250373664,0.042396337496263314,40.57501320158064,49,15
0.9315068493150684,3892.52,0.8300234132428609,3351.6201607090507,4037.982672819354,0.19999999999999996,0.16061385262044636,0.03938614737955359,42.46724214343143,49,15
0.9397260273972603,3894.2,0.8286601120222379,3348.1640118650416,4040.4551435380185,0.2,0.1607661412531076,0.03923385874689242,32.56226936787797,44,15
0.9424657534246575,3808.19,0.8282061760642567,3265.1533800501657,3942.4402696036373,0.20000000000000004,0.16323911125033808,0.03676088874966196,28.693013791568386,43,15
0.9452054794520548,3853.39,0.827752488770174,3310.604506236885,3999.5101810634073,0.20000000000000004,0.16062378038817432,0.03937621961182572,32.416384861012745,48,15
0.947945205479452,3990.4,0.9549705813627385,3936.3764919685514,4121.987178234706,0.04860485982241308,0.014379363239549034,0.03422549658286405,0.25844458852065927,25,15
0.958904109589041,3998.71,0.9543095808213246,3944.0187164205954,4132.850382814122,0.04877145849008567,0.014361839412293407,0.03440961907779226,0.47780897901021363,20,15
0.9616438356164384,3982.87,0.9542685609531886,3927.5249907049815,4115.743881137509,0.048677207697545806,0.01455134458406475,0.03412586311348106,0.21864254426828672,22,15
0.9643835616438357,3969.31,0.9554896311339975,3918.927523039729,4101.486186081008,0.0472129233028781,0.013246027065286914,0.033966896237591186,0.3267779639959572,25,15
0.9671232876712329,4077.16,0.8241319259874924,3423.7164339032847,4154.330545805412,0.20000000000000007,0.18061195732491353,0.019388042675086536,64.51621793955232,45,15
0.9698630136986301,4018.18,0.8236804705476825,3388.240221655773,4113.537157683077,0.20000000000000004,0.17581697975419258,0.024183020245807457,50.00613936510048,49,15
0.9780821917808219,4070.02,0.8223275875169331,3399.723858791683,4134.269493569285,0.19999999999999998,0.18398627910645024,0.016013720893549743,74.41398769924604,46,15
0.9808219178082191,4060.18,0.8218771204849158,3414.77646700467,4154.850380784316,0.19999999999999998,0.17650020845157413,0.023499791548425852,76.34544239435746,41,15
0.9835616438356164,4016.22,0.8214269002165362,3375.762914916806,4109.63277928556,0.19999999999999998,0.17662320934406173,0.023376790655938257,58.89098077388755,48,15
0.9863013698630136,4016.84,0.9520639111273159,3958.927833739019,4158.258481882112,0.04980537836407232,0.014723982706231454,0.035081395657840866,0.3752130231636288,26,15
0.989041095890411,4019.36,0.9522086650785516,3960.421089327732,4159.19454902358,0.04951369807090326,0.014936013008903825,0.03457768506199943,0.43700783734052095,26,15
0.9972602739726028,3971.98,0.9518436511126844,3909.6427880531005,4107.442208058869,0.049490078960243884,0.015862157619971062,0.03362792134027282,0.5351737236156527,26,15
1.0,3899.16,0.9525988807470686,3843.9284934713114,4035.2015640168916,0.048561365561407874,0.014266256501237277,0.034295109060170595,0.41340348419386974,25,15
1.0027397260273974,3928.85,0.953535165403366,3873.211298529196,4061.94909119135,0.047448977085097016,0.014223836922468387,0.03322514016262863,0.2760658961173395,25,15
1.0054794520547945,3990.4,0.9510215680823377,3928.5468948382513,4130.870452033875,0.04994486681925723,0.015536733072173917,0.03440813374708331,0.2162313429220398,25,15
1.0164383561643835,3998.71,0.9496883726453135,3932.916834498573,4141.270913471977,0.050786529927863554,0.01632215209354368,0.034464377834319875,0.41077852240524493,26,15
1.0191780821917809,3982.87,0.9502580637009118,3918.563880526665,4123.683902523568,0.05006159980006755,0.01597113945834393,0.034090460341723625,0.3090056546928336,25,15
1.021917808219178,3969.31,0.952606578076218,3915.313130190886,4110.10507411972,0.04751192792308873,0.01340319891064841,0.034108729012440324,0.4125397880188302,25,15
1.0246575342465754,3919.78,0.9535651532856559,3871.336126758538,4059.8548651020346,0.046403333821818264,0.012136571990784644,0.034266761831033624,0.3796103070957866,25,15
1.0273972602739727,3892.52,0.9507112696886518,3833.2943480915933,4032.0278830258926,0.04919700640273248,0.014923327913561078,0.0342736784891714,0.13451623852692904,25,15
1.0356164383561643,3894.2,0.9538909814199233,3846.7226883638277,4032.664909608174,0.045582406339420276,0.011844859003614469,0.033737547335805806,0.7773732188043737,25,15
1.0383561643835617,3808.19,0.9486298618337856,3744.074312989091,3946.823164254458,0.05078853281981987,0.016352388757980733,0.03443614406183913,0.2073956577393418,25,15
1.0410958904109588,3853.39,0.951532038694702,3796.480034941613,3989.860436175717,0.047720792574998366,0.014291622545467902,0.03342917002953046,1.2247403633565104,24,15
1.0438356164383562,4077.16,0.950549117319161,4014.3910440549157,4223.233677157815,0.04858566075575385,0.014863453299155427,0.03372220745659842,0.2966474993082169,26,15
1.0465753424657533,4018.18,0.9516225627916737,3962.569289567266,4164.01359583436,0.04738004847680584,0.013316230427346287,0.03406381804945955,0.37523661739142844,26,15
1.0547945205479452,4070.02,0.9531587179562985,4020.5736228012893,4218.157529337763,0.045481695876385876,0.011588350639617497,0.03389334523676838,0.3638654848387134,25,15
1.0575342465753426,4060.18,0.9525769144249896,4007.264208481318,4206.761834975026,0.04594123107241347,0.012404838365660602,0.03353639270675287,0.45097453493997375,26,15
1.0602739726027397,4016.22,0.9528724293089322,3965.7549420470664,4161.894940042727,0.04552997409241267,0.0119260904298267,0.033603883662585966,0.5705770537702486,26,15
1.063013698630137,4016.84,0.9518454880137054,3966.5336848535753,4167.203327433814,0.04642702152705982,0.011855856439201925,0.034571165087857895,0.8426875489928816,25,15
